DIRECCION_SALUD,RED_SALUD,MICRO_RED,DESC_ESTAB,year,Incluidos,Curado,Tratamiento completo,Fracaso,Fallecido,Abandono,No evaluado,Excluido,p_abandono
LIMA CIUDAD,LIMA CIUDAD,C.S. MAGDALENA,C.S. JESUS MARIA,2011,1,,1,,,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAGDALENA,C.S. MAGDALENA,2011,2,1,,,,1,,,50
LIMA CIUDAD,LIMA CIUDAD,C.S. MAGDALENA,C.S. SAN MIGUEL,2011,4,2,,1,1,,,1,0
LIMA CIUDAD,LIMA CIUDAD,C.S. MAGDALENA,P.S. HUACA PANDO,2011,3,,1,,,2,,,66.66666667
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. EL PINO,2011,4,2,,1,,1,,,25
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. EL PORVENIR,2011,10,2,2,1,2,3,,2,30
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. LINCE,2011,5,3,,,,2,,,40
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. MAX A. SCHREIBER,2011,6,2,,,1,3,,,50
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. SAN COSME,2011,20,9,,2,2,7,,,35
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,C.S. SAN LUIS,2011,5,2,,,,3,,,60
LIMA CIUDAD,LIMA CIUDAD,C.S. MAX ARIAS SCHEREIBER,P.S. CERRO EL PINO,2011,2,,,1,,1,,,50
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. BREÑA,2011,3,,,,,3,,,100
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. CHACRA COLORADA,2011,4,,,1,3,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. CONDE DE LA VEGA B.,2011,7,4,,,,3,,,42.85714286
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. JUAN PEREZ CARRANZA,2011,8,3,,,1,4,,,50
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. MIRONES,2011,4,2,1,,,1,,,25
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. MIRONES BAJO,2011,1,,,1,,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. SAN SEBASTIAN,2011,4,2,,,,2,,2,50
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. UNID. VECINAL NRO. 3,2011,1,1,,,,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,C.S. V. M. P. SOCORRO,2011,3,2,,,,1,,,33.33333333
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,P.S. PALERMO,2011,2,2,,,,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. SAN SEBASTIAN,P.S. SANTA ROSA,2011,1,,,,,1,,,100
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,C.S. MIRAFLORES,2011,1,1,,,,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,C.S. SURQUILLO,2011,4,4,,,,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,C.S. VILLA  VICTORIA  PORVENIR,2011,2,2,,,,,,,0
LIMA CIUDAD,LIMA CIUDAD,C.S. SURQUILLO,P.S. SAN ANTONIO PEDREGAL,2011,1,1,,,,,,,0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL ANCON II,2011,6,5,,,,,1,,0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO SANTA ROSA,2011,4,4,,,,,,,0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. EDGARDO REBAGLIATI M. - ESSALUD,2011,0,,,,,,,2,#DIV/0!
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. MILITAR,2011,2,2,,,,,,,0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. NACIONAL SERGIO BERNALES,2011,2,2,,,,,,,0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. PNP AUGUSTO B. LEGUIA,2011,1,,,,,,1,,0
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. PUENTE PIEDRA,2011,7,2,1,,,4,,,57.14285714
LIMA CIUDAD,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSPITAL CENTRAL PNP,2011,2,1,,,,1,,,50
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,C.S. LA ENSENADA,2011,3,2,,,,1,,,33.33333333
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,C.S. LADERAS DE CHILLON,2011,2,1,1,,,,,,0
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,C.S. SAN PEDRO DE CARABAYLLO,2011,1,,1,,,,,,0
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,C.S. SANTA ROSA,2011,2,1,,,1,,,,0
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,P.S. SAGRADO CORAZON DE JESUS,2011,1,,1,,,,,,0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,C.M.I. ZAPALLAL,2011,2,2,,,,,,,0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,C.S. ANCON,2011,1,,1,,,,,,0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,C.S. JUAN PABLO II,2011,2,,1,,,1,,,50
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,P.S. SAN BENITO,2011,1,,,,,,1,,0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,P.S. SAN JOSE,2011,1,1,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. AÑO NUEVO,2011,3,1,,,,2,,,66.66666667
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. COLLIQUE III ZONA,2011,1,,,,,1,,,100
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. GUSTAVO LANATTA,2011,1,,1,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. LAURA RODRIGUEZ DULANTO DUKSIL,2011,1,1,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. LOS GERANIOS,2011,1,1,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. MILAGRO DE JESUS,2011,2,1,,1,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. PRIMAVERA,2011,1,1,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. SAN CARLOS,2011,1,1,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED PROGRESO,C.S. EL PROGRESO,2011,5,5,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED PROGRESO,C.S. LA FLOR,2011,2,,,,1,1,,,50
LIMA CIUDAD,TUPAC AMARU,MICRO RED PROGRESO,P.S. LUIS ENRIQUE,2011,1,,,,,1,,,100
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CARLOS PHILLIPS,2011,3,3,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CARLOS PROTZEL,2011,2,1,,,,1,,,50
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CARMEN MEDIO,2011,3,1,,,1,1,,,33.33333333
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. COMAS,2011,4,2,,1,,1,,,25
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. HUSARES DE JUNIN,2011,3,1,,,,2,,,66.66666667
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. SANTA LUZMILA,2011,1,1,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. SANTIAGO APOSTOL,2011,3,1,,,,2,,,66.66666667
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,P.S. LA PASCANA,2011,1,1,,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,P.S. SANTA LUZMILA,2011,5,2,,,2,1,,,20
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. ERMITAÑO ALTO,2011,1,,,1,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. ERMITAÑO BAJO,2011,6,4,,,1,1,,,16.66666667
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. TAHUANTINSUYO BAJO,2011,2,,1,,,1,,,50
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. TUPAC AMARU,2011,2,1,1,,,,,,0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,P.S. MILAGRO DE LA FRATERNIDAD,2011,2,,,,,2,,,100
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. CAQUETA,2011,5,3,,1,,1,,,20
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. CIUDAD Y CAMPO,2011,2,1,,1,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. FLOR DE AMANCAES,2011,2,,,1,1,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. LEONCIO PRADO,2011,1,,1,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. RIMAC,2011,6,4,,,,2,,,33.33333333
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. SAN JUAN DE AMANCAES,2011,1,,1,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. CARLOS CUETO FERNANDINI,2011,3,2,,,,1,,,33.33333333
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. INFANTAS,2011,3,1,,,,2,,,66.66666667
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. JUAN PABLO II,2011,1,,1,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. LOS OLIVOS,2011,0,,,,,,,1,#DIV/0!
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. PRIMAVERA,2011,5,3,,,1,1,,,20
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. SAGRADO CORAZON DE JESUS,2011,1,1,,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. VILLA DEL NORTE,2011,2,1,,,1,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,CLAS SAN MARTIN,2011,1,,,,,1,,,100
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. ENRIQUE MILLA OCHOA,2011,1,,,1,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. LAURA CALLER,2011,1,1,,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. LOS OLIVOS DE PRO,2011,1,,1,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. RIO SANTA,2011,1,1,,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. AMAKELLA,2011,5,4,,,,1,,,20
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. LOS LIBERTADORES,2011,5,1,,,1,3,,,60
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. MEXICO,2011,2,,,,2,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. PERU 3RA ZONA,2011,6,6,,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. PERU 4TA ZONA,2011,10,5,,,1,4,,1,40
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. SAN JUAN DE SALINAS,2011,9,6,1,,1,1,,,11.11111111
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. SAN MARTIN DE PORRES,2011,4,2,,1,,1,,2,25
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. VALDIVIESO,2011,3,,3,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. CERRO CANDELA,2011,3,3,,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. CERRO LA REGLA,2011,1,1,,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. CONDEVILLA,2011,2,2,,,,,,,0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. EX FUNDO NARANJAL,2011,2,1,,,,1,,,50
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. GUSTAVO LANATTA,2011,1,,,,,1,,,100
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. MESA REDONDA,2011,1,1,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,C.S. EL EXITO,2011,3,,1,2,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,C.S. MANYLSA,2011,1,,1,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,C.S. SANTA CLARA,2011,6,2,,,,3,1,1,50
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,P.S. AMAUTA,2011,1,,,,,1,,,100
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,P.S. LA FRATERNIDAD,2011,2,2,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,P.S. SAN ANTONIO,2011,1,,,1,,,,1,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,P.S. SEÑOR DE LOS MILAGROS,2011,1,,,,,1,,,100
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,C.S. FORTALEZA,2011,7,5,1,,,1,,,14.28571429
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,C.S. MICAELA BASTIDAS,2011,9,7,,1,,1,,,11.11111111
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,P.S. ALFA Y OMEGA,2011,3,1,,1,1,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,P.S. ATE,2011,1,,,,,1,,,100
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,P.S. TUPAC AMARU,2011,1,1,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. 7 DE OCTUBRE,2011,2,1,,,,1,,,50
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. GUSTAVO LANATTA,2011,2,,,,1,1,,,50
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. SALAMANCA,2011,2,,1,,,1,,,50
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. SAN FERNANDO,2011,3,1,1,1,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. SANTA MAGDALENA SOFIA,2011,3,,,,,3,,,100
LIMA ESTE,LIMA ESTE METROPOLITANA,CHACLACAYO,C.S. CHACLACAYO - LOPEZ SILVA,2011,1,,,,1,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,,C.S. MORON,2011,1,1,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,C.S. MOYOPAMPA,2011,1,1,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,C.S. SAN ANTONIO DE PEDREGAL,2011,1,1,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,P.S. SEÑOR DE LOS MILAGROS,2011,1,1,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,C.S. JICAMARCA,2011,2,1,1,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,C.S. SANTA MARIA DE HUACHIPA,2011,2,1,1,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,C.S. VILLA LETICIA DE CAJAMARQUILLA,2011,3,1,,,,1,1,,33.33333333
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,C.S. VIRGEN DEL ROSARIO CARAPONGO,2011,1,,1,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,P.S. CASA HUERTA LA CAMPIÑA,2011,2,2,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,P.S. VILLA MERCEDES,2011,4,2,,,,2,,,50
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. BETHANIA,2011,3,2,,,1,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. CATALINA HUANCA,2011,3,1,,,,2,,,66.66666667
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. EL AGUSTINO,2011,13,4,1,2,1,5,,1,38.46153846
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. MADRE TERESA  CALCUTA,2011,17,2,3,,2,10,,,58.82352941
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. PRIMAVERA,2011,11,5,,,2,4,,,36.36363636
LIMA ESTE,LIMA ESTE METROPOLITANA,LA MOLINA CIENEGUILLA,C.S. MUSA,2011,1,,1,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,LA MOLINA CIENEGUILLA,C.S. TAMBO VIEJO,2011,2,,,,,2,,,100
LIMA ESTE,LIMA ESTE METROPOLITANA,LA MOLINA CIENEGUILLA,P.S. PORTADA DEL SOL,2011,1,,,,,1,,,100
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. CHANCAS DE ANDAHUAYLAS,2011,2,,2,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. HUASCAR,2011,4,,2,,,2,,,50
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. I COOP. UNIVERSAL,2011,6,,1,,2,3,,,50
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. METROPOLITANA,2011,1,1,,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. NOCHETO,2011,5,,1,,,4,,,80
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. SAN CARLOS,2011,4,1,,1,,1,1,,25
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. SANTA ANITA,2011,2,1,1,,,,,,0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,P.S. SANTA ROSA DE QUIVES,2011,1,,,,1,,,,0
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL CASTRO CASTRO,2011,3,1,2,,,,,,0
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL DE LURIGANCHO,2011,44,25,6,3,4,4,2,,9.090909091
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. HUAYCAN,2011,8,2,3,1,,2,,,25
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. NACIONAL HIPOLITO UNANUE,2011,1,,,,1,,,,0
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. SAN JUAN DE LURIGANCHO (EX CS CANTO GR,2011,1,,,,,1,,,100
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,POLICLINICO CHOSICA - ESSALUD,2011,1,,,,,,1,,0
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),C.S. GANIMEDES,2011,6,3,1,,,2,,,33.33333333
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),C.S. HUASCAR II,2011,3,1,1,,,1,,,33.33333333
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),C.S. HUASCAR XV,2011,8,5,,,1,2,,,25
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),P.S. MEDALLA MILAGROSA,2011,8,6,,,,2,,,25
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,C.S. BAYOVAR,2011,10,6,1,,1,2,,,20
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,C.S. C SANTA MARIA,2011,4,4,,,,,,,0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,C.S. JAIME ZUBIETA,2011,8,3,1,,,4,,,50
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,P.S. C. TUPAC AMARU II,2011,1,,,,,1,,,100
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,P.S. PROYEC. ESPECIALES,2011,1,,,,,1,,,100
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,P.S. SAGRADA FAMILIA,2011,5,3,1,,1,,,,0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,C.S. CRUZ DE MOTUPE,2011,7,3,1,,,3,,,42.85714286
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,C.S. ENRIQUE MONTENEGRO,2011,2,,1,,1,,,,0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,C.S. J.C. MARIATEGUI,2011,3,,,,,3,,,100
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,P.S. 10 DE OCTUBRE,2011,3,2,,,,1,,,33.33333333
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,P.S. CESAR VALLEJO,2011,1,1,,,,,,,0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,P.S. JUAN PABLO II - SU SANTIDAD,2011,7,,2,2,1,2,,,28.57142857
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. CAMPOY,2011,5,3,1,,,1,,,20
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. CHACARILLA DE OTERO (C.S. SAN JUAN),2011,3,1,,,,2,,,66.66666667
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. PIEDRA LIZA,2011,4,1,,,1,2,,,50
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. ZARATE,2011,2,,,,,2,,,100
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,P.S. CAJA DE AGUA,2011,4,2,,,,2,,,50
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. LA HUAYRONA,2011,5,2,2,,,1,,,20
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. LA LIBERTAD,2011,4,1,1,1,,1,,,25
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. SAN FERNANDO,2011,8,2,4,,1,1,,1,12.5
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. SAN HILARION,2011,4,1,2,,1,,,,0
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. SANTA ROSA,2011,3,,2,,,1,,,33.33333333
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,P.S. 15 DE ENERO,2011,2,,1,,1,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,C.S. SANTIAGO DE SURCO,2011,2,2,,,,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,P.S. LAS DUNAS,2011,4,2,1,,,1,,,25
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,P.S. LAS FLORES,2011,1,,,,,1,,,100
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,P.S. SAN CARLOS,2011,4,3,,,1,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,P.S. SAN ROQUE,2011,1,1,,,,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,URBANA,C.S. GAUDENCIO BERNASCONI,2011,1,,,,,1,,,100
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,URBANA,C.S. GUSTAVO LANATTA LUJANCHORRILLOS I,2011,2,1,,,,1,,,50
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,URBANA,P.S. ARMATAMBO,2011,2,1,,,,1,,,50
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,C.S. BUENOS AIRES DE VILLA,2011,6,1,,2,,3,,,50
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,C.S. DELICIAS DE VILLA,2011,3,1,2,,,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,C.S. SAN GENARO DE VILLA,2011,1,1,,,,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. MATEO PUMACAHUA,2011,2,1,,,,1,,,50
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. SANTA TERESA DE CHORRILLOS,2011,1,1,,,,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. TUPAC AMARU,2011,1,,1,,,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. VILLA VENTURO,2011,1,1,,,,,,,0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. VISTA ALEGRE DE VILLA,2011,3,2,,,1,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,C.M.I. DANIEL A. CARRION,2011,1,,,,,1,,1,100
